element_type,osmid,name,shop,geometry,amenity,name:ru,operator,phone,website,nodes,addr:city,addr:country,addr:housenumber,addr:region,addr:street,building,tourism,building:levels,smoking,denomination,historic,religion,leisure,opening_hours,abandoned,abandoned:cafe,description,office,branch,brand:wikidata,brand:wikipedia,contact:facebook,contact:instagram,contact:ok,contact:phone,contact:twitter,contact:vk,contact:website,name:en,ref,wheelchair,abandoned:shop,abandoned:building,aeroway,club,power,ways,type
way,679737222,,,"POLYGON ((37.2632832 58.6462969, 37.2633675 58.6462715, 37.2633265 58.6462346, 37.2632421 58.64626, 37.2632832 58.6462969))",,,,,,"[6364690941, 6364690942, 6364690943, 6364690944, 6364690941]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679737223,,,"POLYGON ((37.2631912 58.6462133, 37.2632349 58.6462517, 37.2632827 58.646237, 37.2632389 58.6461986, 37.2631912 58.6462133))",,,,,,"[6364690945, 6364690946, 6364690947, 6364690948, 6364690945]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679737224,,,"POLYGON ((37.2632431 58.6461564, 37.2633183 58.6461377, 37.2632826 58.6460987, 37.2632074 58.6461174, 37.2632431 58.6461564))",,,,,,"[6364690949, 6364690950, 6364690951, 6364690952, 6364690949]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679737225,,,"POLYGON ((37.2633301 58.6461357, 37.2635446 58.646084, 37.2635045 58.6460389, 37.26329 58.6460906, 37.2633301 58.6461357))",,,,,,"[6364690953, 6364690954, 6364690955, 6364690956, 6364690953]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679737226,,,"POLYGON ((37.2633483 58.6461461, 37.2634715 58.6462841, 37.2634333 58.6462933, 37.2634968 58.6463645, 37.2634501 58.6463756, 37.2634727 58.6464026, 37.2635246 58.6463901, 37.2635405 58.6464033, 37.2634678 58.6464204, 37.2635141 58.6464722, 37.2634919 58.6464776, 37.2635469 58.6465392, 37.263593 58.646528, 37.2636412 58.6465821, 37.2637347 58.6465594, 37.2637425 58.6465681, 37.2638325 58.6465464, 37.2638207 58.6465331, 37.263898 58.6465144, 37.2635302 58.6461021, 37.2633483 58.6461461))",,,,,,"[6364690957, 6364690958, 6364690959, 6364690960, 6364690961, 6364690962, 6364690963, 6364690964, 6364690965, 6364690966, 6364690967, 6364690968, 6364690969, 6364690970, 6364690971, 6364690972, 6364690973, 6364690974, 6364690975, 6364690976, 6364690957]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679737227,,,"POLYGON ((37.2635672 58.6460368, 37.2639109 58.6464933, 37.2639482 58.6464857, 37.2639684 58.6465124, 37.2641349 58.6464784, 37.2640575 58.6463758, 37.2640013 58.6463873, 37.26399 58.6463724, 37.2640589 58.6463583, 37.2638648 58.6460987, 37.2638167 58.6461084, 37.2637944 58.6460785, 37.263748 58.6460879, 37.2637265 58.6460591, 37.2636281 58.646079, 37.2636063 58.64605, 37.2637022 58.6460305, 37.2636885 58.6460121, 37.2635672 58.6460368))",,,,,,"[6364690977, 6364690978, 6364690979, 6364690980, 6364690981, 6364690982, 6364690983, 6364690984, 6364691085, 6364691086, 6364691087, 6364691088, 6364691089, 6364691090, 6364691091, 6364691092, 6364691093, 6364691094, 6364690977]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679737228,,,"POLYGON ((37.264108 58.6463304, 37.2641887 58.6464383, 37.2643529 58.6464051, 37.2643243 58.6463669, 37.2642389 58.6463842, 37.2641868 58.6463144, 37.264108 58.6463304))",,,,,,"[6364691095, 6364691096, 6364691097, 6364691098, 6364691099, 6364691100, 6364691095]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679737229,,,"POLYGON ((37.2640114 58.6462365, 37.2640846 58.646222, 37.264067 58.646198, 37.2641159 58.6461883, 37.2641375 58.646218, 37.2642455 58.6461966, 37.2641858 58.6461149, 37.2639558 58.6461605, 37.2640114 58.6462365))",,,,,,"[6364691101, 6364691102, 6364691103, 6364691104, 6364691105, 6364691106, 6364691107, 6364691108, 6364691101]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679737230,,,"POLYGON ((37.2639086 58.6461042, 37.2640746 58.6460728, 37.264038 58.6460204, 37.2639488 58.6460373, 37.2639141 58.6459876, 37.2638135 58.6460066, 37.2638442 58.6460506, 37.263868 58.6460461, 37.2639086 58.6461042))",,,,,,"[6364691109, 6364691110, 6364691111, 6364691112, 6364691113, 6364691114, 6364691115, 6364691116, 6364691109]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679737231,,,"POLYGON ((37.2646539 58.6467682, 37.2648739 58.6470959, 37.2650215 58.6470691, 37.2648015 58.6467414, 37.2646539 58.6467682))",,,,,,"[6364691117, 6364691118, 6364691119, 6364691120, 6364691117]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679737232,,,"POLYGON ((37.2643571 58.6464821, 37.2644281 58.6464542, 37.264396 58.6464321, 37.2643251 58.6464601, 37.2643571 58.6464821))",,,,,,"[6364691121, 6364691122, 6364691123, 6364691124, 6364691121]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679737233,,,"POLYGON ((37.2644708 58.6465003, 37.2645391 58.6464798, 37.2645179 58.6464607, 37.2644497 58.6464812, 37.2644708 58.6465003))",,,,,,"[6364691125, 6364691126, 6364691127, 6364691128, 6364691125]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679737234,,,"POLYGON ((37.2645862 58.6465259, 37.2646489 58.6465107, 37.2646285 58.6464879, 37.2645658 58.646503, 37.2645862 58.6465259))",,,,,,"[6364691129, 6364691130, 6364691131, 6364691132, 6364691129]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679737235,,,"POLYGON ((37.2647948 58.6473325, 37.2649154 58.6473107, 37.2647573 58.6470742, 37.2646368 58.647096, 37.2647948 58.6473325))",,,,,,"[6364691133, 6364691134, 6364691135, 6364691136, 6364691133]",,,,,,carport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679737236,,,"POLYGON ((37.2633989 58.6469902, 37.2634913 58.6469733, 37.2634615 58.6469293, 37.2633691 58.6469463, 37.2633989 58.6469902))",,,,,,"[6364691137, 6364691138, 6364691139, 6364691140, 6364691137]",,,,,,carport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679737237,,,"POLYGON ((37.2636055 58.6469708, 37.2637535 58.6469425, 37.263725 58.6469023, 37.2635771 58.6469306, 37.2636055 58.6469708))",,,,,,"[6364691141, 6364691142, 6364691143, 6364691144, 6364691141]",,,,,,carport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679737238,,,"POLYGON ((37.2636641 58.6473016, 37.2637418 58.6472946, 37.2637121 58.6472052, 37.2636343 58.6472122, 37.2636641 58.6473016))",,,,,,"[6364691145, 6364691146, 6364691147, 6364691148, 6364691145]",,,,,,carport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679737239,,,"POLYGON ((37.2649681 58.6473234, 37.2650287 58.6474154, 37.2651304 58.6473972, 37.2650698 58.6473052, 37.2649681 58.6473234))",,,,,,"[6364691149, 6364691150, 6364691151, 6364691152, 6364691149]",,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679737241,,kiosk,"POLYGON ((37.2656331 58.6478847, 37.2657069 58.647906, 37.2657565 58.6478595, 37.2656828 58.6478382, 37.2656331 58.6478847))",,,,,,"[6364691155, 6364691156, 6364691157, 6364691158, 6364691155]",,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679743064,,,"POLYGON ((37.2665372 58.6468684, 37.2665978 58.646959, 37.2668509 58.6469132, 37.2668098 58.6468518, 37.2667647 58.6468599, 37.2667514 58.6468401, 37.2666304 58.646862, 37.2666241 58.6468526, 37.2665372 58.6468684))",,,,,,"[6364741877, 6364741878, 6364741879, 6364741880, 6364741881, 6364741882, 6364741883, 6364741884, 6364741877]",,,6,,Октябрьская улица,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679743065,,,"POLYGON ((37.2665547 58.6467198, 37.2667069 58.6466918, 37.2666504 58.6466087, 37.2665807 58.6466215, 37.2665643 58.6465973, 37.2664819 58.6466125, 37.2665547 58.6467198))",,,,,,"[6364741885, 6364741886, 6364741887, 6364741888, 6364741889, 6364741890, 6364741885]",,,8,,Октябрьская улица,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679743066,,,"POLYGON ((37.2664051 58.6465753, 37.2666062 58.6465392, 37.2665628 58.6464736, 37.2665113 58.6464829, 37.2664988 58.6464641, 37.2663492 58.6464909, 37.2664051 58.6465753))",,,,,,"[6364741891, 6364741892, 6364741893, 6364741894, 6364741895, 6364741896, 6364741891]",,,10,,Октябрьская улица,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679743067,,,"POLYGON ((37.2663143 58.6463853, 37.2664848 58.6463553, 37.2664465 58.6462963, 37.2664127 58.6463023, 37.2664034 58.6462879, 37.2662666 58.6463119, 37.2663143 58.6463853))",,,,,,"[6364741897, 6364741898, 6364741899, 6364741900, 6364741901, 6364741902, 6364741897]",,,12,,Октябрьская улица,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679743068,,,"POLYGON ((37.2660719 58.646263, 37.2663886 58.6462053, 37.2663383 58.6461305, 37.2662891 58.6461395, 37.2662758 58.6461197, 37.2661048 58.6461508, 37.2661155 58.6461668, 37.266019 58.6461844, 37.2660719 58.646263))",,,,,,"[6364741903, 6364741904, 6364741905, 6364741906, 6364741907, 6364741908, 6364741909, 6364741910, 6364741903]",,,14,,Октябрьская улица,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679743069,,,"POLYGON ((37.265998 58.6460165, 37.2662411 58.6459755, 37.2662041 58.6459162, 37.2661332 58.6459281, 37.2661229 58.6459115, 37.2660402 58.6459254, 37.2660522 58.6459446, 37.2659627 58.6459597, 37.265998 58.6460165))",,,,,,"[6364741911, 6364741912, 6364741913, 6364741914, 6364741915, 6364741916, 6364741917, 6364741918, 6364741911]",,,16,,Октябрьская улица,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679743070,,,"POLYGON ((37.2659714 58.6458378, 37.2661356 58.6458095, 37.2660951 58.6457459, 37.2659309 58.6457742, 37.2659714 58.6458378))",,,,,,"[6364741919, 6364741920, 6364741921, 6364741922, 6364741919]",,,18,,Октябрьская улица,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679743071,,,"POLYGON ((37.2658027 58.6457609, 37.2658849 58.6458789, 37.2659608 58.6458646, 37.2658786 58.6457465, 37.2658027 58.6457609))",,,,,,"[6364741923, 6364741924, 6364741925, 6364741926, 6364741923]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679743072,,,"POLYGON ((37.2658323 58.6456801, 37.2660298 58.6456463, 37.2659936 58.6455877, 37.2659891 58.6455818, 37.2659242 58.6455929, 37.2659144 58.6455774, 37.2657097 58.6456124, 37.2657389 58.6456585, 37.2658109 58.6456462, 37.2658323 58.6456801))",,,,,,"[6364741927, 6364741928, 6364778140, 6364741929, 6364741930, 6364741931, 6364741932, 6364741933, 6364741934, 6364741927]",,,20,,Октябрьская улица,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679743073,,,"POLYGON ((37.2656723 58.645298, 37.2657339 58.6453996, 37.2656731 58.6454096, 37.2657005 58.6454548, 37.2657942 58.6454394, 37.2657673 58.6453952, 37.2658616 58.6453797, 37.2657994 58.6452772, 37.2656723 58.645298))",,,,,,"[6364741935, 6364741936, 6364741942, 6364741941, 6364741940, 6364741939, 6364741937, 6364741938, 6364741935]",,,,,,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679743074,,,"POLYGON ((37.2653309 58.6453543, 37.265214 58.645374, 37.2652484 58.6454291, 37.2652055 58.6454363, 37.2652368 58.6454865, 37.2653965 58.6454595, 37.2653309 58.6453543))",,,,,,"[6364741943, 6364741944, 6364741945, 6364741946, 6364741947, 6364741948, 6364741943]",,,22,,улица Павлика Морозова,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679743075,,,"POLYGON ((37.2652188 58.6455448, 37.2653524 58.6455222, 37.2653276 58.6454825, 37.265194 58.6455051, 37.2652188 58.6455448))",,,,,,"[6364741949, 6364741950, 6364741951, 6364741952, 6364741949]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679743076,,,"POLYGON ((37.2652782 58.6455994, 37.2653004 58.6456367, 37.2653878 58.6456226, 37.2653656 58.6455853, 37.2652782 58.6455994))",,,,,,"[6364741953, 6364741954, 6364741955, 6364741956, 6364741953]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679743077,,,"POLYGON ((37.2647987 58.6454415, 37.2648398 58.6455068, 37.2649458 58.6454887, 37.2649597 58.6455107, 37.2650367 58.6454976, 37.2649817 58.6454103, 37.2647987 58.6454415))",,,,,,"[6364741957, 6364741958, 6364741959, 6364741960, 6364741961, 6364741962, 6364741957]",,,21/24,,улица Правды,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679743078,,,"POLYGON ((37.2649759 58.6457129, 37.2650098 58.6457675, 37.2651269 58.6457479, 37.2651343 58.6457598, 37.265225 58.6457445, 37.2652462 58.6457787, 37.2652102 58.6457847, 37.2652271 58.6458119, 37.2652497 58.6458081, 37.2652604 58.6458253, 37.2653236 58.6458147, 37.2653143 58.6457997, 37.2653406 58.6457952, 37.2652778 58.6456941, 37.265185 58.6457097, 37.265167 58.6456808, 37.2649759 58.6457129))",,,,,,"[6364741963, 6364741964, 6364741965, 6364741966, 6364741967, 6364741968, 6364741969, 6364741970, 6364741971, 6364741972, 6364741973, 6364741974, 6364741975, 6364741976, 6364741977, 6364741978, 6364741963]",,,19,,улица Правды,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679743079,,,"POLYGON ((37.2650359 58.6458055, 37.2650755 58.6458676, 37.265184 58.6458488, 37.2651443 58.6457867, 37.2650359 58.6458055))",,,,,,"[6364741979, 6364741980, 6364741981, 6364741982, 6364741979]",,,,,,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679743080,,,"POLYGON ((37.2651181 58.6459331, 37.2651554 58.645992, 37.2653297 58.6459621, 37.2653178 58.6459433, 37.2653564 58.6459367, 37.265321 58.6458809, 37.2652248 58.6458974, 37.2652347 58.6459131, 37.2651181 58.6459331))",,,,,,"[6364741983, 6364741984, 6364742085, 6364742086, 6364742087, 6364742088, 6364742089, 6364742090, 6364741983]",,,17,,улица Правды,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679743081,,,"POLYGON ((37.2653776 58.6459527, 37.2654246 58.6459452, 37.2653935 58.645893, 37.2653466 58.6459005, 37.2653776 58.6459527))",,,,,,"[6364742091, 6364742092, 6364742093, 6364742094, 6364742091]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679743082,,,"POLYGON ((37.2656212 58.6460365, 37.2657064 58.6460211, 37.2656702 58.6459671, 37.265585 58.6459826, 37.2656212 58.6460365))",,,,,,"[6364742095, 6364742096, 6364742097, 6364742098, 6364742095]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679743083,,,"POLYGON ((37.2652171 58.6460842, 37.2652705 58.646168, 37.2654204 58.6461422, 37.265367 58.6460583, 37.2652171 58.6460842))",,,,,,"[6364742099, 6364742100, 6364742101, 6364742102, 6364742099]",,,15,,улица Правды,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679743084,,,"POLYGON ((37.2654715 58.6461563, 37.2655585 58.6461425, 37.2655174 58.6460725, 37.2654304 58.6460863, 37.2654715 58.6461563))",,,,,,"[6364742103, 6364742104, 6364742105, 6364742106, 6364742103]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679743085,,,"POLYGON ((37.2653063 58.6462122, 37.2654616 58.6461861, 37.2654392 58.6461498, 37.2652838 58.6461759, 37.2653063 58.6462122))",,,,,,"[6364742107, 6364742108, 6364742109, 6364742110, 6364742107]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679743086,,,"POLYGON ((37.2653578 58.6463024, 37.2653962 58.6463621, 37.2655434 58.6463365, 37.2655697 58.6463773, 37.2657562 58.6463418, 37.2657344 58.6463088, 37.2656745 58.6463193, 37.2656555 58.6462897, 37.2655737 58.646304, 37.2655543 58.6462739, 37.2655673 58.6462716, 37.2655769 58.6462865, 37.265633 58.6462768, 37.2656183 58.6462538, 37.2656346 58.646251, 37.265603 58.6462019, 37.2655288 58.6462149, 37.2655523 58.6462514, 37.2654136 58.6462756, 37.2654235 58.646291, 37.2653578 58.6463024))",,,,,,"[6364742111, 6364742112, 6364742113, 6364742114, 6364742115, 6364742116, 6364742117, 6364742118, 6364742119, 6364742120, 6364742121, 6364742122, 6364742123, 6364742124, 6364742125, 6364742126, 6364742127, 6364742128, 6364742129, 6364742130, 6364742111]",,,13,,улица Правды,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679743087,,,"POLYGON ((37.2654489 58.6464469, 37.2654847 58.6465006, 37.2656535 58.6464701, 37.2656641 58.6464861, 37.265763 58.6464683, 37.2657289 58.6464172, 37.2656345 58.6464342, 37.2656105 58.6463983, 37.2654964 58.6464189, 37.2655079 58.6464362, 37.2654489 58.6464469))",,,,,,"[6364742131, 6364742132, 6364742133, 6364742134, 6364742135, 6364742136, 6364742137, 6364742138, 6364742139, 6364742140, 6364742131]",,,11,,улица Правды,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679743088,,,"POLYGON ((37.265553 58.6466041, 37.2656082 58.6466898, 37.265749 58.6466653, 37.2657334 58.646641, 37.2658184 58.6466262, 37.2657788 58.6465647, 37.265553 58.6466041))",,,,,,"[6364742141, 6364742142, 6364742143, 6364742144, 6364742145, 6364742146, 6364742141]",,,9,,улица Правды,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679743089,,,"POLYGON ((37.2656518 58.6467578, 37.2657371 58.6468857, 37.2658841 58.6468592, 37.2657988 58.6467313, 37.2656518 58.6467578))",,,,,,"[6364742147, 6364742148, 6364742149, 6364742150, 6364742147]",,,7,,улица Правды,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679743090,,,"POLYGON ((37.2658123 58.646997, 37.2658557 58.6470626, 37.2660822 58.647022, 37.2660534 58.6469784, 37.2660098 58.6469862, 37.2659799 58.646941, 37.2658782 58.6469592, 37.2658936 58.6469825, 37.2658123 58.646997))",,,,,,"[6364742151, 6364742152, 6364742153, 6364742154, 6364742155, 6364742156, 6364742157, 6364742158, 6364742151]",,,5,,улица Правды,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679743106,,,"POLYGON ((37.2662794 58.6470282, 37.2659428 58.647088, 37.2659836 58.6471501, 37.2660137 58.6471447, 37.2660261 58.6471635, 37.2661632 58.6471391, 37.2661569 58.6471295, 37.2663259 58.6470994, 37.2663214 58.6470926, 37.2663804 58.6470821, 37.2663616 58.6470534, 37.266334 58.6470583, 37.2663209 58.6470382, 37.2662897 58.6470438, 37.2662794 58.6470282))",,,,,,"[6364742160, 6364742161, 6364742162, 6364742163, 6364742164, 6364742165, 6364742166, 6364742167, 6364742168, 6364742169, 6364742170, 6364742171, 6364742172, 6364742173, 6364742160]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679743109,,,"POLYGON ((37.2663289 58.6470154, 37.2663448 58.6470379, 37.2663856 58.6470301, 37.2664002 58.6470507, 37.2664408 58.6470429, 37.2664661 58.6470787, 37.2665506 58.6470625, 37.2664947 58.6469836, 37.2663289 58.6470154))",,,,,,"[6364742174, 6364742175, 6364742176, 6364742177, 6364742178, 6364742179, 6364742180, 6364742181, 6364742174]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679743111,,,"POLYGON ((37.26652 58.6469789, 37.2665759 58.6470613, 37.2666832 58.6470415, 37.2666548 58.6469998, 37.2666889 58.6469935, 37.2667102 58.6470248, 37.2668118 58.6470061, 37.266763 58.6469342, 37.26652 58.6469789))",,,,,,"[6364742182, 6364742183, 6364742184, 6364742185, 6364742186, 6364742187, 6364742188, 6364742189, 6364742182]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679748480,,,"POLYGON ((37.2650457 58.6454597, 37.2651413 58.6454432, 37.2651105 58.6453949, 37.2650149 58.6454114, 37.2650457 58.6454597))",,,,,,"[6364778143, 6364778144, 6364778145, 6364778146, 6364778143]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679748492,,,"POLYGON ((37.2659342 58.6463254, 37.2659655 58.6463757, 37.2660301 58.6463649, 37.2659989 58.6463145, 37.2659342 58.6463254))",,,,,,"[6364778168, 6364778169, 6364778170, 6364778171, 6364778168]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679748493,,,"POLYGON ((37.2663102 58.6462819, 37.2664307 58.6462584, 37.2664062 58.6462244, 37.2662857 58.646248, 37.2663102 58.6462819))",,,,,,"[6364778172, 6364778173, 6364778174, 6364778175, 6364778172]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679748496,,,"POLYGON ((37.266167 58.6468706, 37.2662633 58.6468531, 37.2662378 58.6468152, 37.2661415 58.6468328, 37.266167 58.6468706))",,,,,,"[6364778182, 6364778183, 6364778184, 6364786085, 6364778182]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679757581,,,"POLYGON ((37.2674946 58.6468704, 37.2675974 58.6468539, 37.2675453 58.6467661, 37.2674425 58.6467826, 37.2674946 58.6468704))",,,,,,"[6364856592, 6364856593, 6364856594, 6364856595, 6364856592]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679757582,,,"POLYGON ((37.2661394 58.6452987, 37.266225 58.6452835, 37.2662118 58.6452633, 37.2663326 58.6452419, 37.2662931 58.6451815, 37.2660866 58.6452181, 37.2661394 58.6452987))",,,,,,"[6364856596, 6364856597, 6364856598, 6364856599, 6364856600, 6364856601, 6364856596]",,,18/19,,улица Павлика Морозова,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679757583,,,"POLYGON ((37.2664549 58.6452868, 37.2665244 58.6452739, 37.2664452 58.645159, 37.2663757 58.645172, 37.2664549 58.6452868))",,,,,,"[6364856602, 6364856603, 6364856604, 6364856605, 6364856602]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679757585,,,"POLYGON ((37.2662731 58.6454829, 37.2663284 58.6455652, 37.2664108 58.6455502, 37.2664354 58.6455868, 37.2663535 58.6456017, 37.2663776 58.6456376, 37.266601 58.6455969, 37.2665307 58.6454923, 37.2666317 58.645474, 37.266598 58.6454238, 37.2662731 58.6454829))",,,,,,"[6364856610, 6364856611, 6364856612, 6364856613, 6364856614, 6364856615, 6364856616, 6364856617, 6364856618, 6364856619, 6364856610]",,,17,,Октябрьская улица,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679757586,,,"POLYGON ((37.2663892 58.6456501, 37.2664754 58.6457792, 37.2666246 58.6457522, 37.2665546 58.6456474, 37.2665915 58.6456407, 37.2665753 58.6456165, 37.2663892 58.6456501))",,,,,,"[6364856620, 6364856621, 6364856622, 6364856623, 6364856624, 6364856625, 6364856620]",,,15,,Октябрьская улица,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679757587,,,"POLYGON ((37.266532 58.6458587, 37.2666136 58.645979, 37.2668289 58.6459394, 37.266802 58.6458997, 37.2667284 58.6459132, 37.2666738 58.6458327, 37.266532 58.6458587))",,,,,,"[6364856626, 6364856627, 6364856628, 6364856629, 6364856630, 6364856631, 6364856626]",,,13,,Октябрьская улица,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679757588,,,"POLYGON ((37.2668321 58.6459362, 37.2669744 58.6459095, 37.2669487 58.6458723, 37.2668063 58.645899, 37.2668321 58.6459362))",,,,,,"[6364856632, 6364856633, 6364856634, 6364856635, 6364856632]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679757589,,,"POLYGON ((37.2669886 58.6459087, 37.267098 58.6458894, 37.267074 58.6458525, 37.2669646 58.6458718, 37.2669886 58.6459087))",,,,,,"[6364856636, 6364856637, 6364856638, 6364856639, 6364856636]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679757590,,,"POLYGON ((37.2666738 58.6460657, 37.2667178 58.6461284, 37.2668896 58.6460958, 37.2668463 58.646034, 37.2667938 58.646044, 37.2667794 58.6460237, 37.2666984 58.6460391, 37.266712 58.6460585, 37.2666738 58.6460657))",,,,,,"[6364856640, 6364856641, 6364856642, 6364856643, 6364856644, 6364856645, 6364856646, 6364856647, 6364856640]",,,11,,Октябрьская улица,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679757591,,,"POLYGON ((37.266883 58.6460601, 37.2669678 58.6460479, 37.2669257 58.6459687, 37.266841 58.6459809, 37.266883 58.6460601))",,,,,,"[6364856648, 6364856649, 6364856650, 6364856651, 6364856648]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679757592,,,"POLYGON ((37.2667916 58.6462352, 37.266837 58.6462995, 37.2669837 58.6462715, 37.2669411 58.6462112, 37.2669645 58.6462067, 37.2669486 58.6461842, 37.2668376 58.6462054, 37.2668507 58.6462239, 37.2667916 58.6462352))",,,,,,"[6364856652, 6364856653, 6364856654, 6364856655, 6364856656, 6364856657, 6364856658, 6364856659, 6364856652]",,,9,,Октябрьская улица,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
